 { boss: false, name: "Anointed", id: "09b42ce72465d8149997ff1d7bb8708a", hp: 165, achievement: false, level: 18, at: 90, mat: 115, de: 90, mde: 50, dmg: "any=1 sword=1 blunt=1.25 sun=1 moon=1 poison=1 arcane=1 eclipse=1 stun=1" }
 { boss: false, name: "Ant Bruiser", id: "6db3b04b05f18ae48a952691c0edc99f", hp: 90, achievement: false, level: 14, at: 46, mat: 0, de: 120, mde: 0, dmg: "any=1 sword=0.9 blunt=0.9 sun=1 moon=1.2 poison=1 arcane=1 eclipse=1 stun=1" }
 { boss: false, name: "Ant Bruiser", id: "e6ac627711e4ee44da103c47d1cd5736", hp: 35, achievement: false, level: 4, at: 23, mat: 0, de: 120, mde: 0, dmg: "any=1 sword=0.9 blunt=0.9 sun=1 moon=1.2 poison=1 arcane=1 eclipse=1 stun=1" }
 { boss: false, name: "Arcane Sentry", id: "013ecd2381fd8574c910cb58203eb2df", hp: 52, achievement: false, level: 7, at: 30, mat: 0, de: 75, mde: 120, dmg: "any=1 sword=1.3 blunt=1.3 sun=0.95 moon=0.95 poison=0.95 arcane=0.95 eclipse=1 stun=1" }
 { boss: false, name: "Arentee", id: "30372e1cddf4d8245861bd27363d5f9a", hp: 110, achievement: false, level: 7, at: 35, mat: 0, de: 90, mde: 50, dmg: "any=1 sword=1 blunt=1 sun=1 moon=1.25 poison=1.25 arcane=1 eclipse=1 stun=1" }
 { boss: false, name: "BigBuggy", id: "eb913e79ba73fd24c809490043822d62", hp: 225, achievement: false, level: 14, at: 45, mat: 75, de: 75, mde: 50, dmg: "any=1 sword=1 blunt=1 sun=1 moon=1.25 poison=1 arcane=1.25 eclipse=1 stun=1" }
 { boss: false, name: "BilePile", id: "4578c77a3346d0845bae8eb8f4bb1cd1", hp: 666, achievement: false, level: 22, at: 125, mat: 70, de: 90, mde: 50, dmg: "any=1 sword=1 blunt=1 sun=1 moon=1 poison=1 arcane=1 eclipse=1 stun=1" }
 { boss: false, name: "BilePile", id: "e79eceacb415fd04f84e6da6f9b23d3d", hp: 499, achievement: false, level: 13, at: 75, mat: 40, de: 90, mde: 50, dmg: "any=1 sword=1 blunt=1 sun=1 moon=1 poison=1 arcane=1 eclipse=1 stun=1" }
 { boss: false, name: "Blaster", id: "34e76b8dc018975409a6a84332a5124f", hp: 175, achievement: false, level: 1, at: 105, mat: 105, de: 75, mde: 50, dmg: "any=1 sword=0.5 blunt=0.5 sun=1 moon=1 poison=1 arcane=1 eclipse=1 stun=1" }
 { boss: false, name: "Boulbe", id: "6dd1189ece4445c48a7fb978f16eb797", hp: 99, achievement: false, level: 7, at: 39, mat: 0, de: 75, mde: 50, dmg: "any=1 sword=1 blunt=1 sun=1.5 moon=1 poison=1 arcane=1 eclipse=1 stun=1" }
 { boss: false, name: "Boulder Douche", id: "33a6c54c83b68894a93b46c02da7fbc8", hp: 155, achievement: false, level: 13, at: 45, mat: 90, de: 100, mde: 50, dmg: "any=1 sword=1 blunt=1 sun=0.75 moon=1.25 poison=1 arcane=1 eclipse=1 stun=1" }
